TransactionID,TransactionDate,Amount,MerchantID,TransactionType,Location,IsFraud
9781,"2024-01-14 15:45:35.514716",1464.19,756,refund,"San Antonio",0
9782,"2024-10-06 09:25:35.514719",1571.74,963,purchase,Dallas,0
9783,"2024-06-04 12:37:35.514723",89.96,332,refund,Houston,0
9784,"2024-02-08 01:16:35.514726",4770.09,345,purchase,Philadelphia,0
9785,"2024-10-19 15:13:35.514729",3248.94,717,purchase,Philadelphia,0
9786,"2024-08-30 16:03:35.514732",2266.82,749,refund,"Los Angeles",0
9787,"2024-01-15 11:39:35.514737",1061.57,287,refund,"New York",0
9788,"2023-11-14 06:39:35.514742",2716,693,refund,"San Jose",0
9789,"2024-04-08 15:36:35.514748",316.3,151,purchase,"New York",0
9790,"2024-07-20 10:28:35.514754",2530.71,118,refund,Houston,0
9791,"2023-12-03 09:14:35.514759",1785.21,833,refund,Chicago,0
9792,"2024-08-04 05:31:35.514765",4670.69,155,refund,"San Antonio",0
9793,"2024-06-17 04:53:35.514771",3858.43,323,refund,Dallas,0
9794,"2024-01-25 07:31:35.514777",4664.21,384,refund,Houston,0
9795,"2024-08-10 02:28:35.514783",3928.21,906,purchase,"New York",0
9796,"2024-03-22 06:05:35.514790",1900.51,84,refund,"San Antonio",0
9797,"2024-08-23 21:13:35.514795",1093.05,59,purchase,Houston,0
9798,"2024-07-02 19:55:35.514799",1974.14,979,purchase,Chicago,0
9799,"2024-04-03 14:06:35.514802",4845.08,72,purchase,"San Antonio",0
9800,"2024-08-31 21:47:35.514805",2826.7,930,purchase,"San Jose",0
9801,"2024-02-23 18:14:35.514809",2015.63,113,refund,"Los Angeles",0
9802,"2023-10-27 18:02:35.514812",1042.06,533,purchase,Chicago,0
9803,"2024-07-20 03:40:35.514815",3341.34,191,purchase,Dallas,0
9804,"2024-02-21 13:08:35.514819",3873.28,202,refund,Philadelphia,0
9805,"2024-03-02 05:29:35.514822",583.3,827,purchase,"San Jose",0
9806,"2024-06-05 18:42:35.514825",4102.69,276,refund,Dallas,0
9807,"2024-01-02 18:20:35.514828",4949.23,346,purchase,Dallas,1
9808,"2024-01-01 14:56:35.514834",4817.33,779,refund,"San Antonio",0
9809,"2024-09-23 13:09:35.514841",4845.18,339,refund,"San Antonio",0
9810,"2024-06-16 01:41:35.514846",1618.19,610,refund,Phoenix,0
9811,"2024-07-27 12:26:35.514852",4803.41,297,refund,"Los Angeles",0
9812,"2024-02-01 01:42:35.514858",918.77,918,purchase,Phoenix,0
9813,"2024-06-02 10:06:35.514863",1950.05,491,refund,Dallas,0
9814,"2024-07-21 13:14:35.514866",1874,654,purchase,Philadelphia,0
9815,"2024-05-03 22:56:35.514870",1992.77,398,purchase,Phoenix,0
9816,"2023-11-20 13:29:35.514873",4296.13,942,purchase,Phoenix,0
9817,"2023-12-12 09:07:35.514876",2992.48,679,refund,Phoenix,0
9818,"2023-12-07 03:13:35.514880",770.06,771,purchase,"San Antonio",0
9819,"2024-07-18 15:54:35.514883",4729.39,565,refund,"New York",0
9820,"2024-07-23 02:51:35.514886",3549.88,419,purchase,"San Antonio",0
9821,"2024-02-16 22:30:35.514890",729.8,682,purchase,Chicago,0
9822,"2024-04-03 08:56:35.514893",2026.89,516,refund,"San Diego",0
9823,"2024-10-03 01:20:35.514898",170.19,168,purchase,Phoenix,0
9824,"2023-11-01 17:59:35.514904",2310.61,212,refund,"San Diego",0
9825,"2024-06-22 22:41:35.514910",2902.52,858,purchase,"New York",0
9826,"2024-08-05 12:58:35.514915",1247.21,176,refund,"San Diego",0
9827,"2024-09-06 11:44:35.514921",2923.28,200,refund,"New York",0
9828,"2024-01-26 14:09:35.514927",3724.88,274,refund,"Los Angeles",0
9829,"2024-02-28 01:57:35.514932",2157.8,977,purchase,Chicago,0
9830,"2023-12-30 14:34:35.514937",4908.66,672,purchase,Dallas,0
9831,"2023-11-09 00:28:35.514942",1500.06,579,refund,Phoenix,0
9832,"2024-04-06 15:49:35.514950",3877.14,77,refund,"New York",0
9833,"2024-09-21 03:35:35.514956",1524.34,389,purchase,"San Diego",0
9834,"2024-07-26 04:24:35.514962",1394.58,991,refund,"San Diego",0
9835,"2023-11-26 20:07:35.514968",2495.73,109,purchase,Philadelphia,0
9836,"2024-01-05 12:08:35.514974",4065.84,178,refund,Phoenix,0
9837,"2024-08-05 11:57:35.514979",3673.95,936,refund,Philadelphia,0
9838,"2024-10-01 02:32:35.514985",2448.77,457,refund,"San Antonio",0
9839,"2024-10-14 11:06:35.514991",3453.32,539,refund,Chicago,0
9840,"2024-08-09 01:38:35.514997",445.81,958,refund,"New York",0
9841,"2024-03-11 01:30:35.515001",320.68,967,purchase,Houston,0
9842,"2024-08-10 03:36:35.515004",4401.58,439,purchase,"New York",0
9843,"2023-11-07 15:01:35.515007",2969.92,313,purchase,Houston,0
9844,"2023-11-13 03:11:35.515011",294.9,548,refund,Houston,0
9845,"2023-12-25 03:01:35.515014",4239.41,943,purchase,"San Diego",0
9846,"2023-10-26 01:04:35.515017",1829.87,430,purchase,Chicago,0
9847,"2024-10-15 09:06:35.515021",674.23,391,refund,Philadelphia,0
9848,"2024-06-07 11:13:35.515024",1346.42,898,refund,Dallas,0
9849,"2024-03-16 17:03:35.515028",1669.66,64,refund,Philadelphia,0
9850,"2024-07-02 17:42:35.515033",3636.66,540,purchase,"Los Angeles",0
9851,"2024-05-11 01:35:35.515039",2785.9,747,refund,"New York",0
9852,"2024-05-17 16:57:35.515045",3562.21,565,purchase,Chicago,0
9853,"2024-08-06 17:13:35.515051",851.33,946,purchase,Philadelphia,0
9854,"2023-11-11 09:52:35.515056",3261.78,210,purchase,Chicago,0
9855,"2024-09-03 10:09:35.515062",2377.38,39,purchase,"San Antonio",0
9856,"2024-02-03 00:36:35.515068",4700.08,748,refund,Chicago,0
9857,"2024-07-11 07:50:35.515073",943.51,633,purchase,Chicago,0
9858,"2023-10-30 21:47:35.515078",3956.96,628,refund,"San Diego",0
9859,"2024-01-12 20:47:35.515083",934.07,925,refund,"Los Angeles",0
9860,"2024-01-21 00:19:35.515089",2042.25,375,purchase,"San Jose",0
9861,"2024-06-11 03:14:35.515095",1950.28,186,purchase,Philadelphia,0
9862,"2023-11-12 20:10:35.515100",1180.56,32,refund,"Los Angeles",0
9863,"2024-05-22 16:32:35.515109",236.28,424,purchase,Philadelphia,0
9864,"2024-04-27 09:07:35.515115",9.63,188,refund,"New York",0
9865,"2024-04-04 17:52:35.515121",2008.35,654,refund,Houston,0
9866,"2024-02-20 03:39:35.515127",2678.45,209,refund,"San Antonio",0
9867,"2024-09-29 05:12:35.515132",2758.53,776,refund,"New York",0
9868,"2023-12-20 13:05:35.515139",887.02,622,refund,"San Diego",0
9869,"2024-06-19 06:48:35.515145",1846.31,967,purchase,"San Jose",0
9870,"2024-04-05 23:20:35.515151",3649.79,982,refund,"San Jose",0
9871,"2024-10-04 07:50:35.515156",4186.11,620,refund,"San Jose",1
9872,"2023-12-15 18:54:35.515162",3669.87,489,refund,"New York",0
9873,"2024-10-14 06:47:35.515169",1029.82,870,refund,"Los Angeles",0
9874,"2024-06-14 00:12:35.515174",3846.48,729,refund,"San Antonio",0
9875,"2024-04-24 11:53:35.515180",405.37,757,refund,Chicago,0
9876,"2024-02-10 12:28:35.515186",3890.31,807,refund,"San Antonio",0
9877,"2024-03-28 17:48:35.515193",4092.32,548,refund,"Los Angeles",0
9878,"2024-10-08 02:39:35.515197",4593.35,275,purchase,"San Diego",0
9879,"2024-03-24 23:32:35.515201",4122.59,786,purchase,Dallas,0
9880,"2024-02-02 20:07:35.515204",4163.77,505,refund,Houston,0
9881,"2024-03-22 18:22:35.515207",2918.01,848,purchase,Chicago,0
9882,"2024-09-11 03:16:35.515211",3611.43,624,refund,"San Diego",0
9883,"2024-09-03 04:09:35.515214",3079.54,787,purchase,"San Jose",0
9884,"2024-06-10 13:50:35.515219",705.01,56,refund,"San Jose",0
9885,"2024-07-04 07:40:35.515224",2497.84,481,purchase,"San Diego",0
9886,"2024-03-16 20:15:35.515230",2563.88,257,refund,Phoenix,0
9887,"2024-04-02 15:21:35.515236",2511.42,478,purchase,Houston,0
9888,"2024-07-08 21:42:35.515241",2914.9,863,purchase,"San Diego",0
9889,"2024-08-26 11:36:35.515247",4994.5,278,purchase,Dallas,0
9890,"2024-05-12 21:27:35.515254",2640.72,530,refund,Philadelphia,0
9891,"2024-09-12 06:38:35.515260",4105.87,370,refund,"San Antonio",0
9892,"2024-06-20 09:29:35.515265",1363.7,775,refund,"San Jose",0
9893,"2024-01-10 01:42:35.515269",2714.59,571,purchase,Philadelphia,0
9894,"2024-10-12 15:53:35.515272",1150.39,715,purchase,Phoenix,0
9895,"2024-03-13 18:19:35.515275",2506.33,809,purchase,Dallas,0
9896,"2024-10-05 04:14:35.515278",3999.71,488,purchase,Dallas,0
9897,"2024-02-03 08:30:35.515282",3122,909,refund,"Los Angeles",0
9898,"2024-10-20 08:48:35.515285",994.99,817,refund,"San Diego",0
9899,"2024-09-09 01:28:35.515288",1041.57,303,purchase,"New York",0
9900,"2024-05-12 23:00:35.515292",3438.01,953,refund,"Los Angeles",0
9901,"2024-09-11 13:58:35.515295",2603,161,refund,Dallas,0
9902,"2024-01-05 22:54:35.515298",1746.12,184,refund,Phoenix,0
9903,"2024-03-20 05:45:35.515302",3983.8,945,refund,Phoenix,0
9904,"2024-09-28 13:41:35.515307",4800.74,72,purchase,Phoenix,0
9905,"2024-08-02 11:32:35.515314",3039.19,517,purchase,"San Jose",0
9906,"2024-09-02 14:16:35.515320",3841.29,833,purchase,"Los Angeles",0
9907,"2024-10-16 06:36:35.515326",2969.78,976,purchase,"San Diego",0
9908,"2024-03-07 09:58:35.515329",3262.26,284,purchase,Phoenix,0
9909,"2024-06-01 01:36:35.515332",706.65,552,purchase,Dallas,0
9910,"2024-09-20 00:28:35.515335",2521.01,826,refund,Philadelphia,0
9911,"2024-05-31 03:48:35.515339",4685.18,534,refund,Houston,0
9912,"2024-04-25 07:54:35.515342",3756.18,885,purchase,Phoenix,0
9913,"2023-11-22 17:54:35.515345",123.52,624,purchase,"San Jose",0
9914,"2024-03-24 23:44:35.515349",3955.8,876,purchase,"San Jose",0
9915,"2024-07-04 14:23:35.515352",2375.37,120,purchase,"New York",0
9916,"2024-02-08 05:26:35.515355",4262.23,929,purchase,Houston,0
9917,"2023-12-11 16:48:35.515359",3266.17,893,purchase,Philadelphia,0
9918,"2024-04-17 14:00:35.515362",3274.53,870,refund,"San Diego",0
9919,"2024-06-07 11:49:35.515366",4490.57,187,purchase,Phoenix,0
9920,"2024-07-05 15:58:35.515369",4752.03,450,purchase,Chicago,0
9921,"2024-01-12 04:08:35.515372",3716.06,326,purchase,"San Antonio",0
9922,"2024-04-24 12:58:35.515376",1547.82,353,refund,"Los Angeles",0
9923,"2023-11-29 19:07:35.515379",4942.44,851,purchase,Phoenix,0
9924,"2024-04-22 06:39:35.515383",2875.31,678,refund,"New York",0
9925,"2024-04-09 22:13:35.515386",4361.92,199,purchase,"San Diego",0
9926,"2024-07-23 10:07:35.515392",815.13,57,purchase,"Los Angeles",0
9927,"2024-08-22 08:13:35.515398",3460.29,868,refund,Dallas,0
9928,"2024-10-05 01:21:35.515404",1451.77,535,purchase,"San Jose",0
9929,"2024-03-16 15:57:35.515409",3006.45,331,purchase,Houston,0
9930,"2024-01-26 20:40:35.515412",1871.84,513,purchase,"San Diego",0
9931,"2023-12-24 05:00:35.515416",2284.81,100,purchase,"Los Angeles",0
9932,"2024-08-02 12:37:35.515419",4493.9,71,refund,"New York",0
9933,"2024-03-05 02:04:35.515422",585.42,559,purchase,"San Diego",0
9934,"2024-03-31 19:12:35.515426",1244.09,650,refund,"San Diego",0
9935,"2024-03-16 20:29:35.515429",704.3,574,refund,Chicago,0
9936,"2024-07-16 01:12:35.515432",4825.16,332,refund,Houston,0
9937,"2023-11-19 15:00:35.515435",1814.11,948,refund,"San Diego",0
9938,"2024-08-10 11:45:35.515439",3169.73,469,refund,"New York",0
9939,"2024-07-10 11:16:35.515442",3809.15,256,purchase,"Los Angeles",0
9940,"2024-06-13 10:47:35.515445",2898.26,545,purchase,Houston,0
9941,"2024-03-31 19:37:35.515449",1856.04,744,refund,"Los Angeles",0
9942,"2024-09-15 08:14:35.515452",638.73,613,purchase,Houston,0
9943,"2024-09-11 10:18:35.515455",4368.11,509,purchase,"New York",0
9944,"2024-09-26 21:09:35.515460",3494.91,681,refund,Houston,0
9945,"2023-12-16 10:19:35.515465",2639.39,855,refund,"San Diego",0
9946,"2024-07-16 11:57:35.515471",3610.17,942,refund,"New York",0
9947,"2023-12-28 18:10:35.515477",824.4,81,refund,Chicago,0
9948,"2023-10-22 04:09:35.515482",3595.39,326,refund,Phoenix,0
9949,"2024-09-10 01:06:35.515487",4900.74,659,refund,"San Diego",0
9950,"2024-07-22 13:34:35.515492",61.19,624,refund,Dallas,0
9951,"2024-07-26 08:33:35.515498",4652.52,136,refund,Phoenix,0
9952,"2024-01-28 14:17:35.515504",2585.38,334,purchase,Philadelphia,0
9953,"2024-07-22 23:42:35.515510",4279.38,336,purchase,"New York",0
9954,"2024-10-21 07:37:35.515516",4539.58,919,purchase,"San Diego",0
9955,"2024-07-10 06:05:35.515521",2263.5,847,purchase,"San Diego",0
9956,"2024-07-05 00:05:35.515527",647.14,257,purchase,"New York",0
9957,"2024-03-14 23:21:35.515533",1854.9,744,refund,Philadelphia,0
9958,"2024-09-10 14:36:35.515540",2288.39,930,refund,Dallas,0
9959,"2024-03-25 20:03:35.515544",4720.47,687,purchase,"New York",0
9960,"2024-05-29 09:55:35.515547",4972.56,611,purchase,Philadelphia,0
9961,"2024-08-19 18:45:35.515551",4916.11,625,purchase,"New York",0
9962,"2023-12-11 07:01:35.515554",3250.14,636,refund,"Los Angeles",0
9963,"2024-06-18 01:52:35.515558",529.3,75,refund,"New York",0
9964,"2024-01-16 03:33:35.515561",2116.03,722,refund,Houston,0
9965,"2024-01-11 01:56:35.515565",3180.34,798,purchase,"San Antonio",0
9966,"2023-11-23 04:44:35.515568",1829.54,444,purchase,Dallas,0
9967,"2023-10-29 06:27:35.515572",3696.42,691,purchase,Dallas,0
9968,"2024-09-04 15:49:35.515575",3616.93,688,purchase,Philadelphia,0
9969,"2024-06-30 01:49:35.515578",438.59,123,purchase,"San Jose",0
9970,"2023-11-19 01:28:35.515581",1809.4,621,refund,"San Jose",0
9971,"2024-04-03 04:37:35.515585",176.03,47,purchase,Dallas,0
9972,"2023-12-11 08:51:35.515588",413.49,200,refund,Phoenix,0
9973,"2024-09-17 21:00:35.515592",3326.9,188,purchase,Houston,0
9974,"2024-05-10 19:25:35.515595",1704.62,477,purchase,"Los Angeles",0
9975,"2024-03-09 14:10:35.515598",3567.51,111,purchase,Philadelphia,0
9976,"2024-10-15 06:04:35.515601",75.69,311,purchase,"New York",0
9977,"2024-07-20 20:29:35.515607",1843.65,966,purchase,Chicago,0
9978,"2024-01-04 11:21:35.515613",3919.74,181,refund,"San Diego",0
9979,"2024-05-21 10:35:35.515619",4300.81,915,refund,Houston,0
9980,"2024-09-19 00:17:35.515624",1903,761,refund,Dallas,0
9981,"2024-04-08 03:01:35.515630",2863.66,369,purchase,"Los Angeles",0
9982,"2024-02-05 19:21:35.515637",1394.26,132,refund,"San Jose",0
9983,"2023-11-14 23:36:35.515642",2931.54,306,refund,Phoenix,0
9984,"2024-03-26 15:05:35.515649",3059.56,57,refund,"San Diego",0
9985,"2024-09-06 09:12:35.515655",2837.05,656,refund,Chicago,0
9986,"2024-02-20 01:03:35.515661",2322.7,674,refund,Houston,0
9987,"2024-09-28 11:56:35.515667",4422.87,405,refund,Philadelphia,0
9988,"2024-06-09 15:51:35.515672",2054.86,354,purchase,Philadelphia,0
9989,"2024-10-10 19:56:35.515678",2802.43,157,refund,Philadelphia,0
9990,"2024-04-08 06:39:35.515684",4623.52,23,purchase,Houston,0
9991,"2024-07-29 23:09:35.515689",4185.57,227,refund,Chicago,0
9992,"2023-11-08 15:31:35.515695",655.03,822,refund,"San Antonio",0
9993,"2023-12-18 17:38:35.515701",4576.24,60,refund,"Los Angeles",0
9994,"2023-11-19 08:34:35.515705",3423.84,622,purchase,"New York",0
9995,"2023-10-24 04:49:35.515709",4584.75,932,purchase,Philadelphia,0
9996,"2023-11-28 21:46:35.515712",651.54,28,purchase,"San Jose",0
9997,"2024-09-10 05:47:35.515716",707.11,20,purchase,"San Jose",0
9998,"2023-12-09 19:16:35.515720",3460.4,162,refund,"San Diego",0
9999,"2024-06-06 01:18:35.515723",1494.16,132,purchase,"New York",0
10000,"2023-12-30 23:31:35.515726",2434.37,292,refund,"New York",0
10001,"2024-07-05 07:52:35.515729",3946.58,196,purchase,"San Antonio",0
10002,"2023-11-01 14:28:35.515734",4457.5,22,refund,Philadelphia,0
10003,"2024-02-26 15:38:35.515740",3702.94,224,purchase,Chicago,0
10004,"2024-03-02 09:45:35.515746",2929.54,420,refund,Houston,0
10005,"2024-09-07 21:12:35.515753",1904.39,689,refund,Houston,0
10006,"2024-06-10 14:21:35.515756",148.32,730,refund,Dallas,0
10007,"2024-08-26 07:53:35.515760",2760.69,792,refund,"Los Angeles",0
10008,"2024-03-03 07:53:35.515763",3792.76,328,refund,"New York",0
10009,"2024-07-09 02:10:35.515766",2710.16,517,refund,"San Antonio",0
10010,"2024-10-05 00:56:35.515770",2350.35,71,refund,Dallas,0
10011,"2024-09-20 13:22:35.515773",4017.85,581,purchase,Philadelphia,0
10012,"2023-11-17 01:44:35.515776",4975.71,984,refund,Chicago,0
10013,"2024-04-27 11:05:35.515779",4616.23,950,refund,"Los Angeles",0
10014,"2024-06-18 12:18:35.515783",4462.39,805,refund,"San Diego",0
10015,"2023-12-15 10:29:35.515786",3155.62,430,purchase,"San Antonio",0
10016,"2023-11-12 01:34:35.515789",773.78,431,purchase,"San Antonio",0
10017,"2024-02-17 21:23:35.515793",4758.34,570,purchase,Dallas,0
10018,"2024-03-18 20:48:35.515796",3578.43,524,purchase,Chicago,0
10019,"2024-08-10 03:19:35.515799",220.31,835,refund,Philadelphia,0
10020,"2024-08-23 12:04:35.515803",3598.4,40,purchase,"San Diego",0
10021,"2024-07-07 00:57:35.515806",2069.67,424,refund,Houston,0
10022,"2024-08-08 03:40:35.515809",4435.7,38,purchase,Phoenix,0
10023,"2024-08-27 12:12:35.515813",4333.22,893,refund,Chicago,0
10024,"2024-05-03 11:25:35.515817",3076.19,517,refund,Chicago,0
10025,"2024-08-07 15:38:35.515823",1535,281,purchase,Houston,0
10026,"2024-02-20 00:40:35.515830",2742.83,8,purchase,Phoenix,0
10027,"2024-02-29 20:08:35.515836",2865.88,238,purchase,Houston,0
10028,"2024-10-07 13:57:35.515841",3261.83,414,refund,"San Antonio",0
10029,"2023-11-26 08:58:35.515847",937.7,176,purchase,Dallas,1
10030,"2024-07-05 12:17:35.515854",1463.1,182,refund,Phoenix,0
10031,"2024-07-14 16:59:35.515859",555.89,51,purchase,Houston,0
10032,"2024-02-25 22:23:35.515862",3109.3,140,purchase,"New York",0
10033,"2023-10-23 05:32:35.515866",4759.52,949,refund,"Los Angeles",0
10034,"2024-05-02 20:59:35.515869",3732.7,524,refund,Houston,0
10035,"2024-07-03 12:41:35.515872",1742.31,460,purchase,"San Antonio",0
10036,"2024-09-05 17:11:35.515876",1169.79,415,purchase,"New York",0
10037,"2023-12-16 00:05:35.515879",132.02,582,refund,Philadelphia,0
10038,"2024-05-17 12:56:35.515882",3947.61,845,purchase,"San Antonio",0
10039,"2024-09-20 23:41:35.515886",2208.79,409,purchase,Phoenix,0
10040,"2024-07-22 13:14:35.515889",1277.7,886,refund,Houston,0
10041,"2024-02-02 20:08:35.515892",4751.8,23,purchase,"San Diego",0
10042,"2024-04-08 14:36:35.515895",1162.69,690,purchase,Chicago,0
10043,"2023-11-20 16:03:35.515899",4571.43,616,refund,"San Jose",0
10044,"2024-09-24 04:02:35.515905",2159.93,52,purchase,"San Antonio",0
10045,"2023-11-23 05:47:35.515911",1370.76,569,purchase,"New York",0
10046,"2024-08-04 13:08:35.515918",2602.46,144,refund,"New York",0
10047,"2024-01-03 19:54:35.515923",608.1,349,purchase,Dallas,0
10048,"2024-03-18 12:17:35.515929",2089.88,466,refund,"San Antonio",0
10049,"2024-05-15 18:14:35.515934",4433.05,275,purchase,"San Diego",0
10050,"2024-07-21 07:06:35.515939",2081.5,692,purchase,"Los Angeles",0
10051,"2024-09-20 07:54:35.515945",2808.67,363,refund,Philadelphia,0
10052,"2024-02-20 07:36:35.515951",1260.62,173,purchase,Dallas,0
10053,"2024-05-06 22:30:35.515956",4863.25,998,refund,"San Jose",0
10054,"2024-04-07 11:04:35.515959",3572.7,989,purchase,"New York",0
10055,"2023-12-03 09:48:35.515962",4601.16,583,purchase,Chicago,0
10056,"2024-07-20 18:52:35.515966",3101.18,137,refund,Dallas,0
10057,"2024-02-28 15:06:35.515969",4771.23,143,purchase,Houston,0
10058,"2024-08-06 04:22:35.515972",4125.25,573,purchase,Phoenix,0
10059,"2024-05-25 23:21:35.515976",3080.58,429,refund,Houston,0
10060,"2023-11-14 06:07:35.515979",1615.54,577,purchase,Philadelphia,0
10061,"2024-05-12 16:01:35.515983",4104.66,187,purchase,Dallas,0
10062,"2024-09-05 19:02:35.515989",806.5,303,purchase,Phoenix,0
10063,"2024-05-23 07:44:35.515995",3082.85,372,purchase,Houston,0
10064,"2024-03-13 08:58:35.516001",1271.7,919,purchase,"Los Angeles",0
10065,"2023-12-27 09:44:35.516006",3079.52,418,refund,"San Diego",0
10066,"2023-11-20 16:43:35.516013",4724.36,393,refund,"San Jose",0
10067,"2024-07-02 23:59:35.516018",3267.64,562,refund,Chicago,0
10068,"2023-12-12 03:44:35.516025",1197.49,460,purchase,Houston,0
10069,"2024-08-11 14:21:35.516028",1454.03,855,refund,Dallas,0
10070,"2024-09-11 23:45:35.516032",2985.63,255,purchase,Houston,0
10071,"2024-07-28 22:56:35.516035",1062.53,102,purchase,Chicago,0
10072,"2024-08-16 03:56:35.516038",1777.4,727,refund,"Los Angeles",0
10073,"2024-04-18 11:48:35.516041",1839.16,690,refund,"San Antonio",0
10074,"2024-09-26 06:17:35.516045",2936.36,549,purchase,"Los Angeles",0
10075,"2024-01-21 04:13:35.516048",3819.57,875,refund,"Los Angeles",0
10076,"2023-10-31 04:47:35.516052",1010.56,593,refund,"San Jose",0
10077,"2024-07-24 15:24:35.516055",2675.31,662,refund,"San Antonio",0
10078,"2024-07-29 08:52:35.516058",1046.43,355,purchase,"San Antonio",0
10079,"2023-11-20 10:39:35.516062",3963.98,884,refund,"Los Angeles",0
10080,"2024-07-26 14:01:35.516065",4157.72,447,refund,Philadelphia,0
10081,"2024-10-02 15:52:35.516068",2401.5,540,refund,Dallas,1
10082,"2024-05-01 03:51:35.516072",3216.72,482,purchase,Philadelphia,0
10083,"2023-11-07 05:27:35.516075",4905.92,522,refund,"New York",0
10084,"2024-06-14 21:41:35.516078",989.08,545,purchase,Dallas,0
10085,"2023-11-02 05:46:35.516081",1690.9,197,refund,"Los Angeles",0
10086,"2024-04-14 16:18:35.516085",4983.59,480,purchase,Chicago,0
10087,"2023-11-17 17:29:35.516090",4440.8,51,purchase,Houston,0
10088,"2024-02-20 14:46:35.516096",2364.65,473,refund,Chicago,0
10089,"2024-08-13 11:24:35.516102",3851.96,125,refund,Phoenix,0
10090,"2024-09-13 15:58:35.516107",2464.04,283,refund,Philadelphia,0
10091,"2024-09-08 02:58:35.516113",761.12,51,purchase,Phoenix,0
10092,"2024-02-27 18:31:35.516119",1340.3,7,purchase,Phoenix,0
10093,"2024-04-10 22:13:35.516125",525.48,606,refund,"San Jose",0
10094,"2024-10-12 20:21:35.516129",627.71,723,refund,"New York",0
10095,"2024-02-24 23:06:35.516133",3678.2,250,refund,"San Antonio",0
10096,"2024-03-03 06:52:35.516136",804.07,712,purchase,"San Jose",0
10097,"2024-01-01 14:31:35.516139",218.41,278,refund,"San Diego",0
10098,"2024-02-07 00:25:35.516143",1092.95,994,purchase,Dallas,0
10099,"2024-09-05 05:25:35.516146",2353.62,674,purchase,"San Antonio",0
10100,"2024-07-24 03:09:35.516149",1942.85,869,purchase,Dallas,0
10101,"2024-04-04 18:58:35.516153",479.88,660,purchase,"San Diego",0
10102,"2024-03-03 15:34:35.516156",1936.03,467,purchase,"Los Angeles",0
10103,"2024-01-05 19:41:35.516159",4971.83,262,purchase,"San Antonio",0
10104,"2023-10-31 02:42:35.516163",4693.82,380,refund,"San Antonio",0
10105,"2024-04-26 23:44:35.516167",4301.82,814,refund,Chicago,0
10106,"2024-01-11 18:40:35.516170",3450.27,515,refund,"Los Angeles",0
10107,"2024-08-31 16:07:35.516174",4746.86,134,purchase,Phoenix,0
10108,"2024-05-16 09:36:35.516177",1258.06,978,purchase,"San Antonio",0
10109,"2024-06-18 11:00:35.516180",1184.49,574,refund,Dallas,0
10110,"2024-10-20 21:50:35.516183",1145.37,281,purchase,"Los Angeles",0
10111,"2024-04-21 08:48:35.516187",616.19,207,refund,"New York",0
10112,"2023-12-23 12:44:35.516192",3038.5,151,purchase,"Los Angeles",0
10113,"2023-12-10 10:31:35.516198",3924.58,224,purchase,"San Diego",0
10114,"2024-01-29 01:42:35.516204",4465.7,753,purchase,Chicago,0
10115,"2023-11-04 20:56:35.516210",1874.91,599,refund,Chicago,0
10116,"2023-12-03 15:34:35.516216",4924.16,411,refund,Phoenix,0
10117,"2024-05-15 09:10:35.516222",380.61,119,purchase,Phoenix,0
10118,"2024-05-01 04:08:35.516228",1211.35,165,purchase,"San Antonio",0
10119,"2024-07-06 08:52:35.516234",2106.79,357,refund,Dallas,0
10120,"2024-05-12 00:03:35.516241",2966.71,754,refund,Dallas,0
10121,"2024-08-01 18:56:35.516246",2031.04,52,refund,"San Jose",0
10122,"2024-09-22 08:41:35.516252",3585.55,965,purchase,"New York",0
10123,"2024-01-30 04:35:35.516257",1179.02,812,purchase,"San Antonio",0
10124,"2024-03-09 02:30:35.516260",964.2,870,refund,"San Antonio",0
10125,"2023-10-24 12:32:35.516264",3131.06,78,refund,"Los Angeles",0
10126,"2024-08-18 01:41:35.516267",4712.57,162,purchase,"Los Angeles",0
10127,"2023-11-14 16:29:35.516270",654.02,363,purchase,"New York",0
10128,"2024-03-06 16:16:35.516274",4685.31,225,refund,Houston,0
10129,"2024-01-04 15:59:35.516277",2208.62,274,refund,Chicago,0
10130,"2024-03-15 21:20:35.516281",152.52,886,purchase,"San Jose",0
10131,"2024-07-03 01:47:35.516284",380.26,67,refund,"San Antonio",0
10132,"2024-10-15 15:13:35.516287",3352.46,586,purchase,Chicago,0
10133,"2024-06-15 12:03:35.516290",1750.05,612,purchase,"San Jose",0
10134,"2024-08-17 18:10:35.516294",3766.92,458,purchase,"San Diego",0
10135,"2024-09-09 13:55:35.516297",1283.75,132,refund,Chicago,0
10136,"2024-06-13 18:34:35.516301",4200.55,551,refund,Chicago,0
10137,"2024-05-29 00:50:35.516307",1365.13,933,refund,Phoenix,1
10138,"2024-05-10 18:05:35.516314",481.24,534,purchase,"New York",0
10139,"2024-07-08 00:54:35.516320",3752.39,125,refund,Chicago,0
10140,"2024-03-05 13:56:35.516325",3317.9,469,purchase,"San Diego",0
10141,"2024-02-20 04:43:35.516332",2103.23,844,refund,Phoenix,0
10142,"2024-05-09 21:08:35.516338",2692.04,443,purchase,"San Diego",0
10143,"2024-07-27 13:56:35.516343",877.82,373,refund,Philadelphia,0
10144,"2023-12-26 10:53:35.516346",4280.67,12,refund,"San Jose",0
10145,"2024-05-01 01:50:35.516350",3886.19,430,purchase,"San Antonio",0
10146,"2023-10-29 06:19:35.516353",1908.91,636,refund,"San Jose",0
